TTD_ID	CID
D0T0BA	
D0T0BE	11426781
D0T0BF	
D0T0BP	
D0T0BS	146963
D0T0BY	10039361
D0T0CB	
D0T0CG	135529082
D0T0CK	49799648
D0T0CY	44386556
D0T0EJ	44462095
D0T0FT	
D0T0GA	9796984
D0T0GL	44456296
D0T0HH	1140
D0T0HM	
D0T0HS	5066134
D0T0IE	
D0T0IL	
D0T0IR	49865939
D0T0IX	5289294
D0T0JF	
D0T0JU	73755210
D0T0KA	4474
D0T0KQ	
D0T0KT	11248490
D0T0LE	
D0T0LM	4848
D0T0LO	126203
D0T0LR	
D0T0LU	5351489
D0T0MY	
D0T0NG	166553
D0T0NL	
D0T0OQ	
D0T0OW	25447
D0T0PN	9821217
D0T0PR	44388654
D0T0PU	
D0T0QU	
D0T0RI	23627612
D0T0RU	
D0T0RV	
D0T0SE	
D0T0SK	44138032
D0T0SO	
D0T0SR	
D0T0TZ	38409
D0T0UC	
D0T0UH	14537247
D0T0UM	
D0T0VA	26967004
D0T0VC	2726555
D0T0VZ	
D0T0XY	442543
D0T0XZ	
D0T0YA	
D0T0YB	
D0T0YG	
D0T0YI	378
D0T0ZW	11667832
D0T1AO	
D0T1BE	
D0T1BU	56947141
D0T1CE	22319580
D0T1CH	46901440
D0T1DZ	4166922
D0T1EO	12145736
D0T1EU	
D0T1FC	
D0T1FJ	44542042
D0T1FR	44457233
D0T1GB	
D0T1GF	11282283
D0T1GG	
D0T1GP	12549536
D0T1GT	5322
D0T1GV	162144
D0T1GZ	408731
D0T1HE	
D0T1HY	13687213
D0T1II	44409643
D0T1IJ	
D0T1IK	24850666
D0T1JA	71082
D0T1JN	
D0T1KL	
D0T1LK	4908
D0T1LX	
D0T1MA	
D0T1MI	
D0T1MK	656723
D0T1MP	172999
D0T1MT	
D0T1OG	9992527
D0T1OR	
D0T1PA	137253977
D0T1QY	
D0T1RG	216235
D0T1RJ	
D0T1SF	9909448
D0T1SP	73755198
D0T1TC	22148808
D0T1TU	68950
D0T1UH	
D0T1UJ	
D0T1UU	
D0T1VK	
D0T1WB	
D0T1WN	5732
D0T1WY	73115
D0T1XE	264751
D0T1XW	4034
D0T1YB	
D0T1YH	
D0T1YN	9896801
D0T1YO	379337
D0T1YY	227821
D0T1ZJ	
D0T1ZM	44251286
D0T2AE	
D0T2CA	
D0T2CG	94216
D0T2DC	49862544
D0T2DL	
D0T2DP	10358175
D0T2EO	
D0T2EP	128676
D0T2ER	24767976
D0T2EW	11075394
D0T2FC	
D0T2FP	
D0T2GA	9936595
D0T2GP	
D0T2HN	44568837
D0T2IA	3033538
D0T2IF	
D0T2IQ	10475188
D0T2IX	
D0T2JN	44568364
D0T2KT	
D0T2KY	44250176
D0T2LN	
D0T2LP	11161474
D0T2LR	
D0T2MN	124488
D0T2MS	
D0T2MV	136180139
D0T2NE	58056092
D0T2NG	
D0T2NV	
D0T2OT	
D0T2OX	
D0T2PL	5280453
D0T2PT	
D0T2QI	
D0T2QL	444539
D0T2QN	
D0T2QP	
D0T2RU	
D0T2RY	9948320
D0T2RZ	
D0T2SD	21862824
D0T2SJ	23646371
D0T2SK	
D0T2ST	
D0T2TK	
D0T2TW	25210476
D0T2UB	
D0T2VG	5330598
D0T2VH	44571846
D0T2VK	9794064
D0T2WM	44410889
D0T2XU	4927
D0T2YP	46877886
D0T2YQ	108018
D0T2YZ	3253857
D0T3AD	439693
D0T3AE	1005
D0T3AT	672548
D0T3AW	
D0T3BL	10330640
D0T3BX	
D0T3BZ	
D0T3CB	
D0T3CE	
D0T3CH	
D0T3CM	10066979
D0T3CP	11645841
D0T3DG	9886034
D0T3DO	
D0T3ED	380617
D0T3EV	9852833
D0T3FE	
D0T3FN	137091201
D0T3FW	44419251
D0T3GH	
D0T3HK	70517
D0T3HL	
D0T3HY	5359272
D0T3IH	119146
D0T3JF	
D0T3JW	119195
D0T3JZ	
D0T3KI	4440
D0T3KK	44588295
D0T3KW	
D0T3KZ	65838
D0T3LF	5826
D0T3NB	5154
D0T3NH	
D0T3NP	7456
D0T3NY	688020
D0T3PR	
D0T3PV	448652
D0T3PW	5281672
D0T3QN	11446787
D0T3QR	
D0T3QU	
D0T3QZ	5311136
D0T3RR	
D0T3SY	135411146
D0T3TZ	
D0T3UP	13724742
D0T3VF	
D0T3VO	9865774
D0T3VP	2782689
D0T3VY	
D0T3WL	73010930
D0T3XC	46233268
D0T3YS	9954905
D0T3YY	59190723
D0T3ZL	
D0T3ZS	46233265
D0T4AC	11259008
D0T4AN	44404521
D0T4BL	
D0T4BP	97783
D0T4CD	
D0T4CF	
D0T4DJ	15432001
D0T4EA	
D0T4EL	
D0T4FT	46930721
D0T4FY	
D0T4GA	
D0T4GG	
D0T4GX	
D0T4GZ	
D0T4HB	44563660
D0T4HS	
D0T4IQ	
D0T4IW	
D0T4IY	10379373
D0T4JD	23675736
D0T4JO	9871754
D0T4JQ	264
D0T4KC	44439692
D0T4KG	
D0T4LT	
D0T4ME	
D0T4MJ	9549296
D0T4MK	
D0T4ML	5311202
D0T4MS	4369536
D0T4NV	
D0T4OE	72981
D0T4OT	54679297
D0T4PA	
D0T4PL	56947038
D0T4PS	121930
D0T4QA	
D0T4QX	49857317
D0T4RW	124496
D0T4SE	44406097
D0T4SG	11292191
D0T4SJ	10356352
D0T4SL	72512
D0T4SO	
D0T4SV	
D0T4TN	16129679
D0T4UE	44578788
D0T4UL	11634458
D0T4UO	5326967
D0T4UQ	
D0T4VL	9908776
D0T4WA	37264
D0T4WF	11994011
D0T4WK	
D0T4WL	81786
D0T4XQ	
D0T4XV	
D0T4YH	
D0T4YQ	16000100
D0T4YZ	
D0T4ZI	5011228
D0T4ZW	
D0T4ZY	44426817
D0T5AF	
D0T5AH	9902100
D0T5AW	442894
D0T5BC	66964417
D0T5CH	
D0T5DC	
D0T5DE	24414
D0T5DO	4636051
D0T5DP	10127622
D0T5EI	42800
D0T5ER	
D0T5ES	
D0T5FO	
D0T5FU	
D0T5FY	599553
D0T5GO	
D0T5GT	9875205
D0T5GV	224859
D0T5HO	
D0T5IN	24798773
D0T5IP	24799664
D0T5JG	
D0T5JP	
D0T5JS	
D0T5KC	44456332
D0T5KJ	11820398
D0T5LQ	
D0T5MB	
D0T5MD	25128788
D0T5MO	222865
D0T5NB	
D0T5NI	9809993
D0T5NO	15306617
D0T5NX	
D0T5OD	10065009
D0T5OF	
D0T5OS	25202084
D0T5OW	45270433
D0T5OX	60815
D0T5PH	6918602
D0T5PO	5092
D0T5QC	
D0T5QT	
D0T5RJ	
D0T5RO	16129706
D0T5SG	178553
D0T5SO	
D0T5SU	158397
D0T5SZ	446309
D0T5TN	
D0T5TT	25208905
D0T5TU	
D0T5UL	5311017
D0T5VB	90655897
D0T5VD	
D0T5VG	11514389
D0T5VQ	
D0T5WA	
D0T5WK	4506
D0T5WR	44405684
D0T5WX	
D0T5WY	44418344
D0T5XC	31494
D0T5XN	67163882
D0T5YB	
D0T5YX	
D0T5ZC	
D0T5ZM	
D0T6AY	
D0T6BA	9821498
D0T6CM	
D0T6CN	
D0T6CU	46233687
D0T6CY	
D0T6DR	45358350
D0T6DU	5353264
D0T6ED	135423114
D0T6EE	
D0T6EI	
D0T6ES	
D0T6FY	
D0T6GM	5951
D0T6ID	10062394
D0T6IM	3025803
D0T6IN	
D0T6IP	5486182
D0T6IZ	
D0T6KI	
D0T6KV	
D0T6LF	
D0T6LU	
D0T6MF	46855215
D0T6MM	
D0T6MU	9809334
D0T6NE	
D0T6NG	
D0T6NJ	9995335
D0T6NS	
D0T6NX	
D0T6OQ	10021946
D0T6PF	
D0T6PV	122823
D0T6QX	5736
D0T6RC	5284543
D0T6RG	
D0T6SC	3614
D0T6SD	
D0T6SP	
D0T6ST	44413715
D0T6SU	30487
D0T6TH	
D0T6TQ	
D0T6TW	23647689
D0T6UW	
D0T6UX	
D0T6VA	2807869
D0T6VB	521293
D0T6VD	64953
D0T6VU	9827992
D0T6WL	25093377
D0T6WN	6451164
D0T6WT	5462328
D0T6WV	15288898
D0T6XB	62907
D0T6XC	10588118
D0T6XD	10687251
D0T6XM	3048504
D0T6XN	444818
D0T6XU	
D0T6XX	4679
D0T6YJ	44408320
D0T6ZX	5047209
D0T7AE	
D0T7AR	14827778
D0T7BD	
D0T7BE	
D0T7BH	
D0T7BI	
D0T7BP	44447102
D0T7BV	60202321
D0T7BZ	44432664
D0T7CB	25128802
D0T7CM	
D0T7CN	44413716
D0T7CR	
D0T7DV	53357060
D0T7DW	
D0T7EJ	11324179
D0T7EZ	16130903
D0T7FO	
D0T7GC	56964346
D0T7GG	16109430
D0T7GQ	
D0T7GV	177358
D0T7HK	
D0T7IG	453326
D0T7LB	135428105
D0T7LR	44565150
D0T7LV	
D0T7MJ	
D0T7MN	
D0T7MZ	
D0T7OE	
D0T7OI	
D0T7OQ	
D0T7OS	
D0T7OW	681
D0T7PZ	
D0T7QC	
D0T7QF	10420833
D0T7QN	
D0T7QT	446824
D0T7QY	
D0T7RJ	
D0T7RY	9813197
D0T7SA	44393041
D0T7SU	
D0T7TB	44408739
D0T7UG	44591990
D0T7UP	3081008
D0T7US	5281037
D0T7VA	102928
D0T7VN	
D0T7VU	44613578
D0T7VZ	44397102
D0T7WL	65501
D0T7WQ	72034
D0T7WW	
D0T7XI	6292
D0T7XN	116448
D0T7XO	
D0T7YE	
D0T7YM	5354590
D0T7ZN	
D0T7ZQ	9818306
D0T8AD	23625208
D0T8AI	
D0T8AJ	23634372
D0T8AS	
D0T8BO	
D0T8BP	9842381
D0T8BU	13904714
D0T8CE	
D0T8CQ	
D0T8DD	
D0T8DH	
D0T8DR	44450347
D0T8EH	3033521
D0T8EL	
D0T8FV	
D0T8GD	89594
D0T8HR	
D0T8HU	
D0T8HZ	
D0T8IK	447249
D0T8IS	9929127
D0T8IW	
D0T8JM	10624977
D0T8JU	45103811
D0T8JY	
D0T8KA	11151899
D0T8KD	72051
D0T8KF	131339
D0T8KR	9549289
D0T8LF	
D0T8LP	19236
D0T8LY	498080
D0T8MA	
D0T8MJ	
D0T8MM	73755116
D0T8MV	44456055
D0T8NS	
D0T8NU	16757525
D0T8OD	2790
D0T8PK	
D0T8QB	14982
D0T8QE	
D0T8QL	
D0T8QM	
D0T8QY	
D0T8RL	13409348
D0T8RQ	
D0T8RV	
D0T8SD	1564
D0T8SN	12033284
D0T8TC	
D0T8TS	15691796
D0T8UH	
D0T8UR	44404904
D0T8VE	
D0T8VV	135432887
D0T8VY	71771
D0T8WU	
D0T8XB	44513473
D0T8XD	
D0T8XY	
D0T8YK	56603735
D0T8YT	
D0T8YV	
D0T8ZA	
D0T8ZL	11557761
D0T9BB	52950111
D0T9CD	
D0T9CE	
D0T9CO	
D0T9CW	124823
D0T9DA	
D0T9DI	3163532
D0T9DN	65955
D0T9DS	59896759
D0T9DT	23672589
D0T9DV	
D0T9FD	
D0T9FE	135398503
D0T9FQ	10061448
D0T9FU	
D0T9GM	
D0T9GQ	
D0T9HE	
D0T9HG	132519
D0T9IK	11957947
D0T9IR	
D0T9JA	
D0T9JB	
D0T9JK	
D0T9JW	
D0T9KE	44430016
D0T9KF	
D0T9LH	
D0T9LR	
D0T9MQ	
D0T9NX	44237027
D0T9NZ	449555
D0T9OC	
D0T9OL	
D0T9PE	3001170
D0T9PL	
D0T9QW	33675
D0T9RD	44457420
D0T9SJ	
D0T9SK	6380
D0T9TC	16739288
D0T9TE	
D0T9TJ	3034010
D0T9TR	
D0T9VC	56840673
D0T9WZ	54613196
D0T9XC	
D0T9YF	
D0T9YU	
D0T9YV	
D0T9ZG	
D0T9ZL	2703
D0T9ZN	11772500
D0T9ZO	
D0T9ZQ	69681
D0TA0J	25093387
D0TA0L	10141039
D0TA3V	
D0TA4A	57520598
D0TA4N	
D0TA8F	44584683
D0TA8O	
D0TA8W	
D0TA9C	
D0TB1E	46232143
D0TB1L	49800058
D0TB1X	
D0TB2H	
D0TB2L	
D0TB4A	16736880
D0TB8C	229455
D0TC1E	447523
D0TC1T	
D0TC4I	45483175
D0TC4R	
D0TC4Z	5353399
D0TC5E	92613
D0TC5H	16049458
D0TC6X	
D0TC7C	3087722
D0TC7N	9953255
D0TC7X	
D0TC8O	
D0TD0K	
D0TD0O	
D0TD1R	
D0TD2F	6918071
D0TD2G	
D0TD7J	
D0TD8R	
D0TE0L	
D0TE2D	
D0TE4S	
D0TE5Q	16720954
D0TE6A	135485711
D0TE8W	
D0TE9B	8988
D0TE9G	
D0TF0T	
D0TF0V	3085877
D0TF1E	9942427
D0TF2D	
D0TF2N	
D0TF7R	44563951
D0TF9P	6538761
D0TF9R	135414361
D0TG0I	10154392
D0TG1H	3033
D0TG1V	
D0TG4K	15710945
D0TG4S	
D0TG7I	456592
D0TG9Q	24957181
D0TH1I	136086715
D0TH1Z	57533
D0TH2W	
D0TH3L	
D0TH5H	
D0TH5W	
D0TH6L	11369918
D0TH6M	
D0TH6O	
D0TH7L	44450122
D0TH7S	44549373
D0TH7T	
D0TH8D	22636319
D0TH8E	21345766
D0TI0R	
D0TI3Q	
D0TI3R	
D0TI4C	
D0TI4U	
D0TI5Y	
D0TJ0R	
D0TJ2L	127597
D0TJ3M	322931
D0TJ4D	
D0TJ6Z	14742545
D0TJ7R	97333
D0TJ7S	
D0TJ9I	
D0TJ9S	
D0TK0L	
D0TK0W	
D0TK2J	
D0TK2N	
D0TK2O	
D0TK3S	
D0TK3W	
D0TK4X	25023895
D0TK5G	
D0TK5U	
D0TK7R	50922675
D0TL0V	44566380
D0TL1G	
D0TL1L	
D0TL2C	
D0TL3N	45482998
D0TL3S	25139473
D0TL3X	44571079
D0TL4F	
D0TL4O	9871754
D0TL6C	16197316
D0TL7L	32800
D0TM0C	65963
D0TM0N	24749950
D0TM0Y	
D0TM0Z	152300
D0TM1Z	44129642
D0TM4K	6539817
D0TM4R	
D0TM7Q	
D0TMF3	
D0TN0A	10085812
D0TN0D	62518
D0TN0G	
D0TN0O	
D0TN1F	2782709
D0TN1J	
D0TN1L	44418308
D0TN1N	
D0TN2R	10797392
D0TN3D	
D0TN3Q	
D0TN4F	
D0TN4M	
D0TN4X	6439155
D0TN5W	
D0TN6E	
D0TN6K	
D0TN7S	
D0TO0C	
D0TO0E	56671475
D0TO0F	
D0TO2R	
D0TO3O	
D0TO4N	44561207
D0TO6S	2396
D0TO9J	
D0TP0S	
D0TP0X	
D0TP1H	44554615
D0TP1P	
D0TP2W	451417
D0TP5H	
D0TP7S	
D0TP7T	
D0TP8R	172976
D0TP8S	44418281
D0TP8T	
D0TP9A	135528987
D0TQ1F	
D0TQ1G	5071
D0TQ4Y	
D0TQ8V	
D0TQ9U	
D0TR0R	12169810
D0TR0U	10942040
D0TR0Z	65935
D0TR3Y	
D0TR4N	25054913
D0TR4Y	
D0TR4Z	65645
D0TR5T	
D0TR5X	3386
D0TR7N	
D0TR9T	
D0TS0R	
D0TS1Z	5790
D0TS2B	
D0TS3S	
D0TS5I	44418367
D0TS6S	
D0TS7G	6420119
D0TS8E	
D0TS8S	690102
D0TT0B	
D0TT3K	438547
D0TT4A	
D0TT4H	24864553
D0TT5I	
D0TT5K	164013
D0TT5V	44414811
D0TT6L	
D0TT6X	
D0TT7U	
D0TT9H	4359312
D0TU0F	
D0TU0X	
D0TU1E	
D0TU2Z	621969
D0TU3N	
D0TU5R	
D0TU5W	44323978
D0TU6D	
D0TU7B	58507717
D0TU7G	
D0TU7I	5353365
D0TU7V	
D0TU9W	
D0TV0C	70788982
D0TV0E	
D0TV0V	261491
D0TV1R	3637398
D0TV4N	9865843
D0TV4O	
D0TV6H	
D0TV6I	131682
D0TV9B	
D0TV9G	
D0TV9K	
D0TV9X	20872822
D0TW0I	11715388
D0TW1Q	
D0TW2J	
D0TW3L	
D0TW7K	
D0TW9N	12226576
D0TX1S	
D0TX2G	
D0TX5P	56843466
D0TX7T	
D0TX8L	44156964
D0TX8W	594590
D0TX8Z	216223
D0TX9E	
D0TX9P	2795542
D0TY0G	
D0TY0P	46926364
D0TY1Q	
D0TY1U	
D0TY1Y	
D0TY2O	
D0TY3L	
D0TY4L	
D0TY5K	
D0TY5N	854019
D0TY6U	
D0TY6Y	
D0TY8B	
D0TY8S	
D0TY8X	31036
D0TZ1C	
D0TZ1G	4914
D0TZ1Y	
D0TZ2W	
D0TZ5V	690109
D0TZ6J	
D0TZ6M	
D0TZ8C	14373279
D0TZ8J	
D0U0AM	
D0U0AU	
D0U0AY	
D0U0BA	
D0U0BN	
D0U0BP	
D0U0BU	11188409
D0U0BV	44428830
D0U0CC	
D0U0CF	
D0U0CV	18516661
D0U0DD	
D0U0EC	
D0U0EX	
D0U0EZ	44437880
D0U0FH	65912
D0U0GC	
D0U0GE	447956
D0U0GY	44435784
D0U0GZ	54708673
D0U0HO	
D0U0HX	
D0U0IH	
D0U0IS	
D0U0JL	
D0U0KJ	135539037
D0U0KR	3035850
D0U0KS	71960
D0U0KW	208902
D0U0KY	473574
D0U0LH	46877893
D0U0LL	3001107
D0U0MZ	
D0U0NS	
D0U0NT	18182310
D0U0OE	
D0U0OF	
D0U0OT	23497
D0U0PV	
D0U0QC	
D0U0QI	154069
D0U0QQ	
D0U0QW	45483186
D0U0RJ	
D0U0RZ	4771
D0U0SD	
D0U0SK	
D0U0ST	9889954
D0U0TD	219095
D0U0TS	10408514
D0U0UB	44393020
D0U0VF	44456982
D0U0VH	9904242
D0U0VO	445503
D0U0VU	5312125
D0U0VY	
D0U0WU	44234656
D0U0XD	3263
D0U0XG	11709032
D0U0XL	
D0U0YE	14762941
D0U0YR	11520239
D0U0ZE	44408769
D0U0ZN	
D0U1AN	521359
D0U1BA	44412129
D0U1BR	
D0U1BU	
D0U1BW	
D0U1CL	
D0U1CN	11552757
D0U1DD	
D0U1DR	11492393
D0U1DU	
D0U1DY	
D0U1EV	24901604
D0U1FR	
D0U1FZ	136348372
D0U1GM	
D0U1GP	
D0U1HA	
D0U1HE	
D0U1HN	44158492
D0U1HP	23670635
D0U1HR	
D0U1HX	
D0U1IJ	44569786
D0U1IR	
D0U1KE	
D0U1LQ	
D0U1MF	135506484
D0U1MN	10376185
D0U1MO	
D0U1NA	6433097
D0U1OE	5452
D0U1OJ	5310983
D0U1OM	60726
D0U1OO	
D0U1OX	10421933
D0U1PE	44355253
D0U1QE	
D0U1QU	
D0U1SA	
D0U1SE	105054
D0U1SF	127861
D0U1SI	9576891
D0U1TA	
D0U1TJ	
D0U1UN	
D0U1UP	25256831
D0U1US	
D0U1UV	24901602
D0U1UZ	44413537
D0U1VR	
D0U1VZ	11405965
D0U1WH	24881670
D0U1WL	24801699
D0U1WP	
D0U1WU	
D0U1XG	
D0U1XJ	219108
D0U1YU	44562673
D0U1ZD	3741
D0U1ZV	
D0U2AM	24901616
D0U2BH	65064
D0U2CB	68704
D0U2CE	
D0U2CJ	139031067
D0U2CK	
D0U2CT	65910
D0U2CV	5531
D0U2DA	
D0U2DH	9844338
D0U2DO	
D0U2DY	
D0U2EF	
D0U2EG	
D0U2FD	
D0U2FN	71321
D0U2GG	16736031
D0U2GJ	
D0U2GT	
D0U2GX	25059818
D0U2HN	
D0U2HZ	9816611
D0U2IL	15685982
D0U2JP	4369359
D0U2JU	
D0U2KT	65120
D0U2KX	
D0U2LO	
D0U2MP	
D0U2NV	44408397
D0U2OO	2477
D0U2OQ	
D0U2OS	
D0U2PS	
D0U2PU	
D0U2PY	
D0U2QI	
D0U2QP	46882764
D0U2QT	1474853
D0U2QX	
D0U2QY	25059299
D0U2RR	
D0U2SI	
D0U2TQ	644215
D0U2TZ	
D0U2UJ	3618472
D0U2VA	4369550
D0U2WO	
D0U2WQ	
D0U2WU	3549290
D0U2XB	
D0U2XR	82712
D0U2XU	
D0U2YE	
D0U2YL	131820
D0U3AL	
D0U3CR	68552
D0U3DE	
D0U3DP	46912230
D0U3DU	5311068
D0U3DW	44275813
D0U3DX	73014169
D0U3EA	
D0U3EC	5362124
D0U3ED	9924495
D0U3EP	445154
D0U3FP	
D0U3GA	
D0U3GB	
D0U3GH	486312
D0U3GL	5878
D0U3GT	
D0U3GW	
D0U3GZ	98527
D0U3HP	164089
D0U3IG	75856
D0U3IS	
D0U3JD	16358
D0U3JZ	
D0U3KF	
D0U3KP	62893
D0U3KT	
D0U3KV	
D0U3KX	
D0U3LA	44417452
D0U3LK	44520175
D0U3LS	5556
D0U3MB	9888071
D0U3ME	44300692
D0U3ML	
D0U3MQ	
D0U3NI	53246941
D0U3OY	
D0U3PC	398365
D0U3QK	
D0U3RD	
D0U3RM	
D0U3RU	16045340
D0U3RV	3081907
D0U3SB	45141806
D0U3SK	42107
D0U3SY	49806720
D0U3TE	
D0U3UJ	
D0U3UM	13493
D0U3VH	
D0U3VU	
D0U3WK	9842609
D0U3WQ	9817165
D0U3WW	73755245
D0U3XI	
D0U3XL	
D0U3YB	4534
D0U3YC	44560315
D0U3YQ	4551
D0U3YU	34756
D0U3YW	
D0U3YY	
D0U3ZL	23635044
D0U3ZP	5329338
D0U4BB	10748
D0U4BO	44563409
D0U4BQ	483452
D0U4CE	104865
D0U4DT	
D0U4EO	
D0U4EU	11261882
D0U4FF	10437018
D0U4FW	9848499
D0U4GL	
D0U4HG	23634523
D0U4HM	5520
D0U4HZ	
D0U4IE	
D0U4IG	
D0U4IV	
D0U4JD	10756633
D0U4JI	44452712
D0U4JL	11623973
D0U4JP	
D0U4JW	45270766
D0U4JX	
D0U4JY	
D0U4KJ	
D0U4KM	24849910
D0U4LI	
D0U4LP	
D0U4LU	44405656
D0U4LV	9848832
D0U4PG	16061416
D0U4QQ	
D0U4QZ	
D0U4SG	10281725
D0U4SM	
D0U4SS	
D0U4TA	44413276
D0U4TN	10638446
D0U4TY	11694425
D0U4UQ	3639
D0U4VL	5472440
D0U4VT	5576
D0U4VW	16741348
D0U4WB	
D0U4WF	
D0U4WG	
D0U4WP	10483085
D0U4WY	9832760
D0U4XC	
D0U4XJ	3003141
D0U4YD	
D0U4YG	15232
D0U4ZO	
D0U4ZS	46845425
D0U4ZT	
D0U4ZV	71733822
D0U4ZY	10031011
D0U5AN	
D0U5AQ	
D0U5BE	
D0U5BF	107653
D0U5BV	
D0U5CE	1548943
D0U5CK	
D0U5CQ	
D0U5CS	213056
D0U5DH	52949753
D0U5EU	9907325
D0U5EY	9794656
D0U5FF	657181
D0U5FS	3396
D0U5FZ	
D0U5GB	92727
D0U5GF	18976091
D0U5GI	9823280
D0U5GU	
D0U5GX	
D0U5GZ	
D0U5HB	
D0U5HC	111307
D0U5HQ	44287445
D0U5HS	10323892
D0U5HU	23644016
D0U5HX	24762578
D0U5HY	
D0U5IW	
D0U5JJ	
D0U5JP	22849387
D0U5JR	
D0U5KF	5287550
D0U5KM	10484741
D0U5LL	2543
D0U5ML	23232014
D0U5NA	9847721
D0U5NO	
D0U5NU	15614608
D0U5NW	
D0U5NY	
D0U5OB	56842037
D0U5OE	3964
D0U5ON	
D0U5OP	11580459
D0U5OU	9884642
D0U5PC	43169594
D0U5PR	11572784
D0U5PS	
D0U5PT	
D0U5QK	1983
D0U5QL	16040172
D0U5RT	4909
D0U5SC	
D0U5SI	4913
D0U5SU	
D0U5TK	5311022
D0U5TP	66764985
D0U5TX	
D0U5UC	
D0U5US	78816
D0U5UY	
D0U5VM	
D0U5VO	
D0U5VX	
D0U5VZ	164522
D0U5WB	
D0U5WY	135508369
D0U5XI	
D0U5YJ	
D0U5YM	
D0U5YT	6604712
D0U5YW	
D0U5ZV	
D0U6AI	25262526
D0U6AL	6440014
D0U6AW	
D0U6BB	44343739
D0U6BJ	
D0U6BQ	
D0U6BT	62436
D0U6CL	
D0U6CU	
D0U6DC	
D0U6DZ	28125549
D0U6EX	
D0U6FH	10059055
D0U6FM	44456339
D0U6FT	11291100
D0U6HC	
D0U6IL	13864381
D0U6IT	6539807
D0U6JI	46854448
D0U6KE	11507217
D0U6KH	6917781
D0U6LM	4192
D0U6ML	6918340
D0U6NC	
D0U6NJ	11311402
D0U6NR	
D0U6NV	
D0U6NZ	4397
D0U6OA	10909103
D0U6OY	
D0U6PA	
D0U6PD	44413593
D0U6PJ	
D0U6PK	
D0U6PW	
D0U6PZ	
D0U6QC	1021
D0U6QM	15984072
D0U6QN	
D0U6RP	
D0U6SQ	676464
D0U6TM	11382033
D0U6TV	
D0U6UK	
D0U6WB	2427
D0U6WC	
D0U6WQ	153270
D0U6XE	
D0U6XP	16724004
D0U6ZD	91552
D0U7AA	
D0U7AH	
D0U7BH	9815618
D0U7BI	5026
D0U7BJ	44341234
D0U7BQ	24905592
D0U7BW	2551
D0U7BY	971
D0U7CD	56603788
D0U7CJ	457716
D0U7CO	
D0U7CP	
D0U7DI	178014
D0U7DJ	44407411
D0U7DO	445750
D0U7EG	5468782
D0U7FE	9900444
D0U7GA	
D0U7GE	
D0U7GK	5426
D0U7GL	4290
D0U7GP	441975
D0U7GW	
D0U7HD	
D0U7HJ	
D0U7HL	9865284
D0U7IG	
D0U7IL	24831714
D0U7IO	24991329
D0U7JS	44439866
D0U7KM	
D0U7KR	
D0U7KV	201385
D0U7LL	
D0U7LW	
D0U7MR	25023955
D0U7NG	
D0U7OD	16043230
D0U7OO	56947062
D0U7OS	
D0U7OU	3220
D0U7PM	
D0U7PS	9827968
D0U7PT	25075996
D0U7PV	44370998
D0U7QA	499
D0U7QE	45140941
D0U7RR	6539768
D0U7RS	2734354
D0U7SH	27991
D0U7SR	
D0U7SU	
D0U7TM	44340887
D0U7TR	73754992
D0U7UD	10826147
D0U7VC	
D0U7VO	
D0U7VS	
D0U7VU	
D0U7VZ	
D0U7WF	5283066
D0U7WN	461207
D0U7WQ	
D0U7WU	11437483
D0U7WY	
D0U7XJ	
D0U7XP	135566546
D0U7YB	446872
D0U7YK	56947075
D0U7ZY	
D0U8AD	
D0U8AR	470551
D0U8AS	9806190
D0U8AT	10547
D0U8AU	5281646
D0U8BD	
D0U8BM	10526122
D0U8CB	25075943
D0U8CM	590513
D0U8CR	
D0U8DW	11781054
D0U8DY	
D0U8EA	
D0U8ET	49864488
D0U8FC	759408
D0U8FG	
D0U8GH	
D0U8GR	131888694
D0U8GZ	44259416
D0U8HD	162565
D0U8IF	10114
D0U8IJ	129348
D0U8IL	
D0U8IU	
D0U8JC	9862769
D0U8JD	
D0U8JN	
D0U8KA	9919511
D0U8KW	46203501
D0U8LD	
D0U8MF	
D0U8OA	42625452
D0U8OD	213053
D0U8OK	4081
D0U8OS	10750842
D0U8PE	
D0U8PR	
D0U8QB	
D0U8QC	
D0U8QH	59239165
D0U8RR	449378
D0U8RZ	44388886
D0U8TM	44622822
D0U8TW	
D0U8UH	447532
D0U8UK	11677079
D0U8US	
D0U8UV	441281
D0U8VO	
D0U8VY	6610278
D0U8WW	
D0U8XD	202481
D0U8XE	
D0U8XW	
D0U8XY	1419264
D0U8YK	
D0U8YN	
D0U8YP	
D0U8YQ	921562
D0U8YU	24857893
D0U8YV	24951000
D0U8YZ	
D0U8ZD	
D0U8ZQ	389610
D0U9AE	
D0U9AU	11385845
D0U9DD	44418202
D0U9EN	
D0U9ET	10352086
D0U9EW	760
D0U9FD	107979
D0U9FJ	
D0U9GN	25108301
D0U9GZ	
D0U9HE	3693566
D0U9HM	
D0U9HN	10321583
D0U9IB	10328936
D0U9IJ	121925
D0U9IQ	135565545
D0U9IR	44565202
D0U9IZ	
D0U9JC	44435785
D0U9JL	6444688
D0U9JR	
D0U9LD	25023861
D0U9LL	129009
D0U9LS	
D0U9LT	11507964
D0U9LV	
D0U9MJ	
D0U9MN	
D0U9MR	
D0U9NN	
D0U9OC	
D0U9OD	
D0U9OH	
D0U9OJ	
D0U9PV	
D0U9PX	10833
D0U9QB	73440
D0U9QD	94937
D0U9QL	24776433
D0U9QT	
