DrugID	CID	
CHEMBL175	39912
CHEMBL277522	3335
CHEMBL1297	3342
CHEMBL686	4044
CHEMBL122	5090
CHEMBL1228	4641
CHEMBL365795	5468
CHEMBL1206690	119828
CHEMBL563	3394
CHEMBL188952	35935
CHEMBL521	3672
CHEMBL154	156391
CHEMBL12610	12555
CHEMBL2218919	11528249
CHEMBL1789843	
CHEMBL1175	60835
CHEMBL134	2803
CHEMBL1200328	60834
CHEMBL294199	1548943
CHEMBL79	3676
CHEMBL1059	5486971
CHEMBL1201777	9838021
CHEMBL1201776	9838022
CHEMBL3545253	70957463
CHEMBL3546271	71059746
CHEMBL1788132	30667
CHEMBL17860	30668
CHEMBL1129	6256
CHEMBL1201583	
CHEMBL1742982	
CHEMBL1201577	
CHEMBL1908841	135398559
CHEMBL1201827	
CHEMBL1946170	11167602
CHEMBL1607273	55182
CHEMBL3188034	5284472
CHEMBL1200386	6714002
CHEMBL1172	124087
CHEMBL2021430	16961
CHEMBL1201353	33036
CHEMBL1200795	5281069
CHEMBL657	3100
CHEMBL679	5816
CHEMBL855	5282443
CHEMBL1201231	72078
CHEMBL998	3957
CHEMBL787	5281040
CHEMBL2146146	12310714
CHEMBL1200500	21700
CHEMBL131	5755
CHEMBL3989855	9802673
CHEMBL1590	7028
CHEMBL1000	2678
CHEMBL2040682	6918155
CHEMBL1189432	5281071
CHEMBL1473	444036
CHEMBL1200681	23663996
CHEMBL1676	9854489
CHEMBL762	4636
CHEMBL1200618	63002
CHEMBL1719	5282402
CHEMBL914	3348
CHEMBL1161	441336
CHEMBL1201089	174697
CHEMBL1201014	441409
CHEMBL1200791	66259
CHEMBL1626	26987
CHEMBL384467	5743
CHEMBL639	2267
CHEMBL1201302	9400
CHEMBL517712	174174
CHEMBL1200724	9581
CHEMBL1200809	54360
CHEMBL635	5865
CHEMBL1504	6436
CHEMBL1370	5281004
CHEMBL1200927	5281070
CHEMBL1201580	
CHEMBL615	6869
CHEMBL504760	159055
CHEMBL79	3676
CHEMBL108545	4133
CHEMBL294199	1548943
CHEMBL34259	126941
CHEMBL154	156391
CHEMBL256087	1254
CHEMBL112	1983
CHEMBL635	5865
CHEMBL25	2244
CHEMBL521	3672
CHEMBL1201222	11597698
CHEMBL1201178	11597697
CHEMBL18442	65015
CHEMBL1201734	77082
CHEMBL487253	65628
CHEMBL34259	126941
CHEMBL359744	443939
CHEMBL2216870	11625818
CHEMBL1201576	
CHEMBL53463	31703
CHEMBL927	6915944
CHEMBL3184906	92088
CHEMBL523299	11519069
CHEMBL454446	6437877
CHEMBL680	51039
CHEMBL2134724	16738693
CHEMBL1095930	6321416
CHEMBL3989798	9919001
CHEMBL1951071	53241147
CHEMBL32	152946
CHEMBL1095777	6918554
CHEMBL2105743	11711522
CHEMBL8	2764
CHEMBL1605	5282242
CHEMBL1201335	3494
CHEMBL1370	5281004
CHEMBL1084172	44482554
CHEMBL1194325	11434515
CHEMBL1198857	10184665
CHEMBL1082607	56801
CHEMBL1363	3083544
CHEMBL3707243	71680039
CHEMBL529	447043
CHEMBL3301800	62977
CHEMBL1201018	51038
CHEMBL1263	5152
CHEMBL1473	444036
CHEMBL1256786	3410
CHEMBL1541	5362065
CHEMBL605846	11504295
CHEMBL1621597	657309
CHEMBL190	2153
CHEMBL1187833	11519070
CHEMBL1741	84029
CHEMBL551466	11519741
CHEMBL193240	449193
CHEMBL1200735	101526
CHEMBL3545181	11431811
CHEMBL33	149096
CHEMBL1900528	5487427
CHEMBL1789842	9827599
CHEMBL880	3324
CHEMBL184	135398513
CHEMBL1201110	135398741
CHEMBL1349	135398742
CHEMBL428647	36314
CHEMBL1257040	66064
CHEMBL1213252	2809
CHEMBL1708	62878
CHEMBL451	2712
CHEMBL12	3016
CHEMBL422	5566
CHEMBL896	3658
CHEMBL1508	146570
CHEMBL1201066	62923
CHEMBL661	2118
CHEMBL49	2477
CHEMBL580	3958
CHEMBL490	43815
CHEMBL728	4917
CHEMBL1200399	36431
CHEMBL1200328	60834
CHEMBL1175	60835
CHEMBL2096631	167305
CHEMBL637	5656
CHEMBL979	4064
CHEMBL1200322	146571
CHEMBL1200467	25096
CHEMBL568	4616
CHEMBL8	2764
CHEMBL1201576	
CHEMBL2108429	
CHEMBL3989932	172197
CHEMBL408403	172198
CHEMBL679	5816
CHEMBL80	5284596
CHEMBL1200339	5284443
CHEMBL1215	6041
CHEMBL1718	5464092
CHEMBL1201577	
CHEMBL1006	2141
CHEMBL2107826	44472635
CHEMBL1346	444031
CHEMBL1201764	6918558
CHEMBL1382	443879
CHEMBL3084748	5284631
CHEMBL1231	4634
CHEMBL1888176	5284632
CHEMBL4297862	
CHEMBL2095212	9865528
CHEMBL1734	154059
CHEMBL1201765	9849808
CHEMBL1200803	216457
CHEMBL1200935	444030
CHEMBL1722209	9847786
CHEMBL1550	5284607
CHEMBL1643	37542
CHEMBL529	447043
CHEMBL1720	6918303
CHEMBL3989917	71544786
CHEMBL1199324	135413538
CHEMBL1189679	6337614
CHEMBL3186492	59774
CHEMBL289469	3510
CHEMBL1237080	65264
CHEMBL46	4595
CHEMBL1471	135413536
CHEMBL3989919	86764535
CHEMBL465	16078
CHEMBL3707330	16203739
CHEMBL3707331	10311306
CHEMBL206253	6451149
CHEMBL1201782	135564864
CHEMBL2368925	3033818
CHEMBL46	4595
CHEMBL3989691	135449331
CHEMBL461101	135449332
CHEMBL1201089	174697
CHEMBL1623	4034
CHEMBL643	4927
CHEMBL1200750	6014
CHEMBL3989555	173612
CHEMBL657	3100
CHEMBL569713	3000322
CHEMBL692	753
CHEMBL1201014	441409
CHEMBL1201302	9400
CHEMBL428880	2882
CHEMBL1200974	5282409
CHEMBL384467	5743
CHEMBL1719	5282402
CHEMBL635	5865
CHEMBL131	5755
CHEMBL1200386	6714002
CHEMBL1201190	9955977
CHEMBL639	2267
CHEMBL1189432	5281071
CHEMBL1106	3241
CHEMBL1201191	1549000
CHEMBL1152	5834
CHEMBL74	27503
CHEMBL1201759	164521
CHEMBL2021430	16961
CHEMBL1716	13770
CHEMBL1201353	33036
CHEMBL915	50295
CHEMBL746	50294
CHEMBL1201747	19371515
CHEMBL516	2913
CHEMBL1200809	54360
CHEMBL1200953	636398
CHEMBL1200750	6014
CHEMBL864	2564
CHEMBL1200927	5281070
CHEMBL643	4927
CHEMBL1200865	444025
CHEMBL1201231	72078
CHEMBL1747	36294
CHEMBL1200491	157313
CHEMBL1201758	164522
CHEMBL370143	165580
CHEMBL1220	5479
CHEMBL2206196	441375
CHEMBL61	10607
CHEMBL1201558	
CHEMBL404	123630
CHEMBL702	43672
CHEMBL1200820	23666879
CHEMBL1439	23663400
CHEMBL499808	2826718
CHEMBL638	71616
CHEMBL3137333	72196309
CHEMBL1397	468595
CHEMBL1183349	6918606
CHEMBL64391	3793
CHEMBL4297142	6850808
CHEMBL267345	118705500
CHEMBL2021430	16961
CHEMBL3989516	24828759
CHEMBL1650	5745
CHEMBL2103830	11671467
CHEMBL3989691	135449331
CHEMBL1201302	9400
CHEMBL384467	5743
CHEMBL461101	135449332
CHEMBL1201832	
CHEMBL635	5865
CHEMBL635	5865
CHEMBL64391	3793
CHEMBL157101	3823
CHEMBL1433	54671203
CHEMBL1200699	54684461
CHEMBL1349	135398742
CHEMBL1201110	135398741
CHEMBL184	135398513
CHEMBL112	1983
CHEMBL657	3100
CHEMBL1200795	5281069
CHEMBL1201089	174697
CHEMBL1200724	9581
CHEMBL1256818	5462351
CHEMBL154	156391
CHEMBL1590	7028
CHEMBL1200791	66259
CHEMBL211456	9294
CHEMBL52440	5360696
CHEMBL761	4436
CHEMBL521	3672
CHEMBL1523964	5359318
CHEMBL256087	1254
CHEMBL3188034	5284472
CHEMBL811	6834
CHEMBL1706	11079
CHEMBL504760	159055
CHEMBL1621597	657309
CHEMBL855	5282443
CHEMBL25	2244
CHEMBL1200339	5284443
CHEMBL2134724	16738693
CHEMBL1200961	5281067
CHEMBL1215	6041
CHEMBL762	4636
CHEMBL1626	26987
CHEMBL1200574	5234
CHEMBL106	3365
CHEMBL267345	118705500
CHEMBL267345	118705500
CHEMBL1483	2082
CHEMBL4298188	
CHEMBL4594388	
CHEMBL4298184	
CHEMBL4298183	
CHEMBL2021430	16961
CHEMBL131	5755
CHEMBL384467	5743
CHEMBL635	5865
CHEMBL1201302	9400
CHEMBL741	3878
CHEMBL1286	5284583
CHEMBL1349	135398742
CHEMBL1200380	23665721
CHEMBL880	3324
CHEMBL184	135398513
CHEMBL1201110	135398741
CHEMBL3184791	19648
CHEMBL372795	19649
CHEMBL267345	118705500
CHEMBL1200503	31100
CHEMBL493	31101
CHEMBL112	1983
CHEMBL660	2130
CHEMBL222813	60855
CHEMBL3989402	11954371
CHEMBL1229	65028
CHEMBL1200724	9581
CHEMBL1569	64150
CHEMBL535396	15165
CHEMBL1200340	78000
CHEMBL4297503	124081896
CHEMBL1590	7028
CHEMBL139367	154234
CHEMBL521	3672
CHEMBL959	5071
CHEMBL608533	9829523
CHEMBL1095930	6321416
CHEMBL1741	84029
CHEMBL125	3599
CHEMBL1183349	6918606
CHEMBL267345	118705500
CHEMBL3137333	72196309
CHEMBL444633	135415564
CHEMBL1200633	9812710
CHEMBL2104415	9832912
CHEMBL384467	5743
CHEMBL2021430	16961
CHEMBL1201302	9400
CHEMBL635	5865
CHEMBL1650	5745
CHEMBL131	5755
CHEMBL976	4891
CHEMBL384467	5743
CHEMBL1201302	9400
CHEMBL131	5755
CHEMBL635	5865
CHEMBL2021430	16961
CHEMBL1433	54671203
CHEMBL1200699	54684461
CHEMBL1200881	54685925
CHEMBL454950	54704426
CHEMBL1440	54675776
CHEMBL1434	54675783
CHEMBL1201830	
CHEMBL170	3034034
CHEMBL535650	441362
CHEMBL2359966	16211610
CHEMBL416956	4046
CHEMBL2364635	163761
CHEMBL298470	115358
CHEMBL416956	4046
CHEMBL535650	441362
CHEMBL22	5578
CHEMBL1450	74989
CHEMBL361506	8813
CHEMBL443	5329
CHEMBL55	4735
CHEMBL1437	439260
CHEMBL1434513	24847757
CHEMBL207538	92786
CHEMBL615	6869
CHEMBL372795	19649
CHEMBL3184791	19648
CHEMBL64	3767
CHEMBL1706	11079
CHEMBL32	152946
CHEMBL1003	23665591
CHEMBL3301800	62977
CHEMBL3184906	92088
CHEMBL777	5280980
CHEMBL1590	7028
CHEMBL529	447043
CHEMBL679	5816
CHEMBL1215	6041
CHEMBL33	149096
CHEMBL1200735	101526
CHEMBL1659	5281068
CHEMBL980	3516
CHEMBL8	2764
CHEMBL1200339	5284443
CHEMBL73234	2562
CHEMBL761	4436
CHEMBL1082	33613
CHEMBL1741	84029
CHEMBL762	4636
CHEMBL52440	5360696
CHEMBL1200791	66259
CHEMBL1256818	5462351
CHEMBL1256696	90010
CHEMBL1200724	9581
CHEMBL1095930	6321416
CHEMBL505	2725
CHEMBL267345	118705500
CHEMBL12	3016
CHEMBL1200633	9812710
CHEMBL2105689	3003141
CHEMBL1200493	5281098
CHEMBL626	47641
CHEMBL443052	11499245
CHEMBL822	1549008
CHEMBL1262	5353853
CHEMBL562	441140
CHEMBL157101	3823
CHEMBL104	2812
CHEMBL91	4189
CHEMBL990	2484
CHEMBL1200397	443867
CHEMBL1200836	9556529
CHEMBL1200680	24087
CHEMBL64391	3793
CHEMBL1413	2749
CHEMBL2103877	489181
CHEMBL83668	5510
CHEMBL91	4189
CHEMBL83668	5510
CHEMBL1201049	68589
CHEMBL1200725	200103
CHEMBL808	3198
CHEMBL104	2812
CHEMBL1201196	65863
CHEMBL157101	3823
CHEMBL1200493	5281098
CHEMBL1413	2749
CHEMBL626	47641
CHEMBL562	441140
CHEMBL1200836	9556529
CHEMBL2105689	3003141
CHEMBL1200348	65495
CHEMBL1262	5353853
CHEMBL1221	5318
CHEMBL36	4993
CHEMBL2021430	16961
CHEMBL1201302	9400
CHEMBL131	5755
CHEMBL384467	5743
CHEMBL635	5865
CHEMBL639	2267
CHEMBL1201353	33036
CHEMBL1200974	5282409
CHEMBL864	2564
CHEMBL1200927	5281070
CHEMBL1200809	54360
CHEMBL4297513	46871657
CHEMBL106	3365
CHEMBL4298168	137552087
CHEMBL1201320	9568614
CHEMBL2146140	16048656
CHEMBL1502	4679
CHEMBL1219	5029
CHEMBL2146133	9568613
CHEMBL1200930	14720269
CHEMBL3989559	23684923
CHEMBL2105684	16214875
CHEMBL1614701	10127622
CHEMBL2108041	
CHEMBL1512	82153
CHEMBL1607	60699
CHEMBL821	3520
CHEMBL84	60700
CHEMBL1200728	5742
CHEMBL1200645	6918092
CHEMBL4297528	118513932
CHEMBL3833342	
CHEMBL580	3958
CHEMBL655	4192
CHEMBL3707227	
CHEMBL3833373	
CHEMBL3301587	
CHEMBL3545376	67462786
CHEMBL1161681	24529
CHEMBL93268	23668193
CHEMBL748	135445761
CHEMBL1420	4884
CHEMBL517712	174174
CHEMBL110	31593
CHEMBL290960	6842999
CHEMBL1201192	9690109
CHEMBL1588	6042
CHEMBL1547	1130
CHEMBL1201476	
CHEMBL398435	9871419
CHEMBL1064	54454
CHEMBL1069	60846
CHEMBL1168	5362129
CHEMBL25	2244
CHEMBL1487	60823
CHEMBL393220	60822
CHEMBL2108791	
CHEMBL2107885	
CHEMBL4208954	38351
CHEMBL3184512	443385
CHEMBL177	37768
CHEMBL44354	5481173
CHEMBL1439	23663400
CHEMBL1200820	23666879
CHEMBL702	43672
CHEMBL264241	166548
CHEMBL404	123630
CHEMBL344159	216237
CHEMBL131	5755
CHEMBL384467	5743
CHEMBL1650	5745
CHEMBL635	5865
CHEMBL1201302	9400
CHEMBL2021430	16961
CHEMBL428880	2882
CHEMBL608533	9829523
CHEMBL74	27503
CHEMBL1200775	657180
CHEMBL1200554	25074469
CHEMBL1201199	657181
CHEMBL1201334	25074470
CHEMBL2105720	53465279
CHEMBL1164729	134018
CHEMBL1200699	54684461
CHEMBL1433	54671203
CHEMBL2108670	
CHEMBL1515	1349907
CHEMBL1201084	71368
CHEMBL1518	657298
CHEMBL1644695	5238
CHEMBL1201083	11954386
CHEMBL1200574	5234
CHEMBL25	2244
CHEMBL585	5546
CHEMBL2108698	
CHEMBL1200814	13290219
CHEMBL20	1986
CHEMBL435	3639
CHEMBL842	2720
CHEMBL1059	5486971
CHEMBL294199	1548943
CHEMBL79	3676
CHEMBL940	3446
CHEMBL1628502	9883933
CHEMBL1873475	24821094
CHEMBL1201231	72078
CHEMBL1201014	441409
CHEMBL635	5865
CHEMBL33	149096
CHEMBL2021430	16961
CHEMBL384467	5743
CHEMBL3039594	9855350
CHEMBL3039597	9898639
CHEMBL1201302	9400
CHEMBL4297852	
CHEMBL131	5755
CHEMBL1200881	54685925
CHEMBL455	5320
CHEMBL3039594	9855350
CHEMBL1434	54675783
CHEMBL3039597	9898639
CHEMBL846	5280453
CHEMBL2108078	
CHEMBL1536	5280793
CHEMBL585	5546
CHEMBL2110372	47909
CHEMBL1790041	5039
CHEMBL1503	4594
CHEMBL480	3883
CHEMBL1201863	9578005
CHEMBL902	5702160
CHEMBL606	5282381
CHEMBL1201320	9568614
CHEMBL2146133	9568613
CHEMBL154	156391
CHEMBL2146140	16048656
CHEMBL384467	5743
CHEMBL1201302	9400
CHEMBL1650	5745
CHEMBL635	5865
CHEMBL131	5755
CHEMBL2021430	16961
CHEMBL1200636	22576
CHEMBL701	2284
CHEMBL669	2895
CHEMBL1201302	9400
CHEMBL2021430	16961
CHEMBL679	5816
CHEMBL477	60961
CHEMBL1200556	9833407
CHEMBL1429	5311065
CHEMBL1198	4886
CHEMBL1201171	73957
CHEMBL278172	2337
CHEMBL1201089	174697
CHEMBL454950	54704426
CHEMBL3988900	3007857
CHEMBL582	3776
CHEMBL1200558	10909430
CHEMBL79	3676
CHEMBL3989769	
CHEMBL545	702
CHEMBL1201724	
CHEMBL256087	1254
CHEMBL1201161	25590
CHEMBL419	3998
CHEMBL657	3100
CHEMBL1440	54675776
CHEMBL3039597	9898639
CHEMBL3039594	9855350
CHEMBL3989529	5282489
CHEMBL3184512	443385
CHEMBL1152	5834
CHEMBL79	3676
CHEMBL1200449	6216
CHEMBL632	9782
CHEMBL1201207	107782
CHEMBL569	4914
CHEMBL1200762	65478
CHEMBL1200878	21826
CHEMBL256087	1254
CHEMBL1200612	521951
CHEMBL977	16623
CHEMBL389621	5754
CHEMBL1201302	9400
CHEMBL1200376	5282492
CHEMBL1201064	240767
CHEMBL692	753
CHEMBL1200562	5282494
CHEMBL1200909	93055
CHEMBL1200339	5284443
CHEMBL1501	9642
CHEMBL3988900	3007857
CHEMBL698	5411
CHEMBL1200538	443967
CHEMBL1530428	236702
CHEMBL1200495	23694214
CHEMBL1451	31307
CHEMBL730	4510
CHEMBL384467	5743
CHEMBL23	39186
CHEMBL131	5755
CHEMBL6622	6883
CHEMBL989	6215
CHEMBL1215	6041
CHEMBL1200384	21800
CHEMBL2021430	16961
CHEMBL1086	3025
CHEMBL1549	223253
CHEMBL1091	5744
CHEMBL1497	16533
CHEMBL1641	441407
CHEMBL1200968	441406
CHEMBL1198	4886
CHEMBL1201171	73957
CHEMBL2108698	
CHEMBL251634	9053
CHEMBL278172	2337
CHEMBL1200600	9878
CHEMBL33	149096
CHEMBL8	2764
CHEMBL720	244
CHEMBL1202	62999
CHEMBL389621	5754
CHEMBL4297537	
CHEMBL4297536	
CHEMBL1237105	5281074
CHEMBL1237122	5281075
CHEMBL139	3033
CHEMBL680	51039
CHEMBL186	5479537
CHEMBL108545	4133
CHEMBL1727	27447
CHEMBL256087	1254
CHEMBL3988900	3007857
CHEMBL1200544	62921
CHEMBL294199	1548943
CHEMBL504760	159055
CHEMBL529	447043
CHEMBL79	3676
CHEMBL1200962	9571075
CHEMBL1201018	51038
CHEMBL1742982	
CHEMBL1201621	
CHEMBL2021430	16961
CHEMBL384467	5743
CHEMBL635	5865
CHEMBL1201302	9400
CHEMBL131	5755
CHEMBL3989756	16211421
CHEMBL3990276	44134961
CHEMBL256087	1254
CHEMBL1315867	441334
CHEMBL1760	5403
CHEMBL424	338
CHEMBL1592101	
CHEMBL1200689	145068
CHEMBL1201821	
CHEMBL456	3278
CHEMBL2219640	5362485
CHEMBL1680	448601
CHEMBL1200480	6917964
CHEMBL1200625	5388879
CHEMBL2107816	
CHEMBL924	68740
CHEMBL1237023	
CHEMBL3989939	67330085
CHEMBL3889654	46188928
CHEMBL2111187	
CHEMBL112	1983
CHEMBL170	3034034
CHEMBL79	3676
CHEMBL256087	1254
CHEMBL679	5816
CHEMBL2359966	16211610
CHEMBL154	156391
CHEMBL521	3672
CHEMBL25	2244
CHEMBL1201089	174697
CHEMBL657	3100
CHEMBL550	5910
CHEMBL2218917	66577068
CHEMBL1006	2141
CHEMBL168815	2684
CHEMBL924	68740
CHEMBL2107816	
CHEMBL1237023	
CHEMBL2111187	
CHEMBL3989694	135566032
CHEMBL3187365	9903970
CHEMBL85	5073
CHEMBL715	135398745
CHEMBL716	5002
CHEMBL426084	11667832
CHEMBL1201170	13520
CHEMBL2024517	25096873
CHEMBL2028019	11154555
CHEMBL2105613	23663956
CHEMBL831	3964
CHEMBL2103738	2724118
CHEMBL3188993	5281025
CHEMBL1201082	62857
CHEMBL708	60854
CHEMBL41	3386
CHEMBL2105749	53362094
CHEMBL1200826	11125
CHEMBL1375743	60853
CHEMBL2219425	49831411
CHEMBL109	3121
CHEMBL1615372	11237860
CHEMBL108	2554
CHEMBL3544974	11954293
CHEMBL741	3878
CHEMBL1237021	213046
CHEMBL1112	60795
CHEMBL3188993	5281025
CHEMBL716	5002
CHEMBL278172	2337
CHEMBL154	156391
CHEMBL521	3672
CHEMBL112	1983
CHEMBL25	2244
CHEMBL103	5994
CHEMBL473159	359
CHEMBL1201340	6127
CHEMBL86	4168
CHEMBL1201354	20299
CHEMBL2110948	11018
CHEMBL325109	2780
CHEMBL1201232	3775
CHEMBL1187724	656598
CHEMBL620	2784
CHEMBL1201325	24199
CHEMBL524004	4057
CHEMBL1909324	40704
CHEMBL1200851	10429215
CHEMBL3304486	17843092
CHEMBL1200950	19004
CHEMBL1201027	11693
CHEMBL1201286	5749
CHEMBL1618102	160883
CHEMBL1623992	4839
CHEMBL1201235	5282592
CHEMBL1729	2769
CHEMBL1495	4642
CHEMBL1180725	4934
CHEMBL376897	71183
CHEMBL282121	4031
CHEMBL1123	3042
CHEMBL1110	2099
CHEMBL253371	3678
CHEMBL1697841	22297
CHEMBL1619528	4832
CHEMBL1331216	154417
CHEMBL19224	4680
CHEMBL219916	3151
CHEMBL1201335	3494
CHEMBL517712	174174
CHEMBL1201264	4097
CHEMBL511142	9848990
CHEMBL1491	2162
CHEMBL1200402	60496
CHEMBL1200391	6503
CHEMBL2108429	
CHEMBL1202	62999
CHEMBL572	6604200
CHEMBL8	2764
CHEMBL504	679
CHEMBL513	2578
CHEMBL635	5865
CHEMBL384467	5743
CHEMBL1650	5745
CHEMBL131	5755
CHEMBL2021430	16961
CHEMBL1201302	9400
CHEMBL3991432	
CHEMBL1908360	6442177
CHEMBL3989924	
CHEMBL4585668	117947097
CHEMBL3140361	14051
CHEMBL635	5865
CHEMBL1504	6436
CHEMBL131	5755
CHEMBL614	1046
CHEMBL384467	5743
CHEMBL1201302	9400
CHEMBL374478	135398735
CHEMBL64	3767
CHEMBL2021430	16961
CHEMBL227875	456199
CHEMBL44884	14052
CHEMBL1650	5745
CHEMBL1200973	9403
CHEMBL1200430	9818306
CHEMBL1201649	
CHEMBL2105395	3036505
CHEMBL494753	3001028
CHEMBL4297528	118513932
CHEMBL1511	13791
CHEMBL1201467	
CHEMBL1200980	5284555
CHEMBL1201466	
CHEMBL1201468	
CHEMBL1094636	24958200
CHEMBL3989922	74763937
CHEMBL3989868	51039094
CHEMBL1908360	6442177
CHEMBL1473	444036
CHEMBL2108675	
CHEMBL1161	441336
CHEMBL818	60860
CHEMBL1615779	71184
CHEMBL1200776	156418
CHEMBL1201284	156419
CHEMBL2108709	
CHEMBL3813873	25151352
CHEMBL3989973	73053710
CHEMBL3948730	72950888
CHEMBL3989869	86707828
CHEMBL1201335	3494
CHEMBL3707243	71680039
CHEMBL669	2895
CHEMBL1201288	6914273
CHEMBL1200636	22576
CHEMBL12	3016
CHEMBL928	6604100
CHEMBL701	2284
CHEMBL1908360	6442177
CHEMBL190461	644019
CHEMBL1201622	
CHEMBL1201447	
CHEMBL1201624	
CHEMBL1200737	452110
CHEMBL1201447	
CHEMBL1201622	
CHEMBL1201624	
CHEMBL1421	3062316
CHEMBL1650	5745
CHEMBL131	5755
CHEMBL2021430	16961
CHEMBL1043	2955
CHEMBL635	5865
CHEMBL1201302	9400
CHEMBL384467	5743
CHEMBL131	5755
CHEMBL384467	5743
CHEMBL635	5865
CHEMBL1650	5745
CHEMBL2021430	16961
CHEMBL1201302	9400
CHEMBL1200928	11192
CHEMBL3988900	3007857
CHEMBL3184986	2724192
CHEMBL1200953	636398
CHEMBL3990047	9863827
CHEMBL719	446596
CHEMBL1658	6918462
CHEMBL139	3033
CHEMBL424	338
CHEMBL185	3385
CHEMBL1282	57469
CHEMBL2107857	
CHEMBL635	5865
CHEMBL384467	5743
CHEMBL1200699	54684461
CHEMBL137	4173
CHEMBL1200633	9812710
CHEMBL1433	54671203
CHEMBL844	2435
CHEMBL2062257	11236066
CHEMBL1434	54675783
CHEMBL1200791	66259
CHEMBL762	4636
CHEMBL1200881	54685925
CHEMBL1238	2266
CHEMBL1413	2749
CHEMBL1200953	636398
CHEMBL2108232	
CHEMBL1683	26133
CHEMBL1201302	9400
CHEMBL424	338
CHEMBL131	5755
CHEMBL384467	5743
CHEMBL635	5865
CHEMBL2021430	16961
CHEMBL1650	5745
CHEMBL157101	3823
CHEMBL989	6215
CHEMBL1200680	24087
CHEMBL1888176	5284632
CHEMBL1201765	9849808
CHEMBL1200935	444030
CHEMBL1346	444031
CHEMBL1231	4634
CHEMBL2095212	9865528
CHEMBL1382	443879
CHEMBL2107826	44472635
CHEMBL4297862	
CHEMBL1133	91505
CHEMBL1734	154059
CHEMBL1200803	216457
CHEMBL1201764	6918558
CHEMBL1722209	9847786
CHEMBL3084748	5284631
CHEMBL20	1986
CHEMBL1201576	
CHEMBL3989871	49841217
CHEMBL1743041	
CHEMBL384467	5743
CHEMBL1200865	444025
CHEMBL1201749	443936
CHEMBL1201760	10178705
CHEMBL32	152946
CHEMBL31	5379
CHEMBL33	149096
CHEMBL529	447043
CHEMBL1200735	101526
CHEMBL1201761	10224595
CHEMBL615	6869
CHEMBL1200758	23663979
CHEMBL127	441130
CHEMBL174	6249
CHEMBL2021430	16961
CHEMBL689	6251
CHEMBL1201302	9400
CHEMBL1201184	6918010
CHEMBL1201185	6918011
CHEMBL660	2130
CHEMBL1569	64150
CHEMBL2108670	
CHEMBL109	3121
CHEMBL89598	5665
CHEMBL2105613	23663956
CHEMBL1200574	5234
CHEMBL600	12035
CHEMBL2048028	11965427
CHEMBL1200865	444025
CHEMBL1364144	5877
CHEMBL1200806	23681059
CHEMBL2021430	16961
CHEMBL1504	6436
CHEMBL384467	5743
CHEMBL154	156391
CHEMBL256087	1254
CHEMBL650	6741
CHEMBL294199	1548943
CHEMBL1650	5745
CHEMBL1201302	9400
CHEMBL635	5865
CHEMBL131	5755
CHEMBL79	3676
CHEMBL108545	4133
CHEMBL1200940	441347
CHEMBL86	4168
CHEMBL1201558	
CHEMBL1619	20279
CHEMBL1743043	
CHEMBL1580	439693
CHEMBL1200932	65492
CHEMBL1201087	54746
CHEMBL1771	60606
CHEMBL1201584	
CHEMBL2103749	16129704
CHEMBL1083385	115366
CHEMBL131	5755
CHEMBL384467	5743
CHEMBL635	5865
CHEMBL2021430	16961
CHEMBL1201302	9400
CHEMBL1650	5745
CHEMBL386630	6013
CHEMBL2107067	65157
CHEMBL90593	5881
CHEMBL803	6253
CHEMBL34259	126941
CHEMBL2021423	24083
CHEMBL3989857	24843
CHEMBL3989517	3086674
CHEMBL2103827	92974
CHEMBL1945778	10048368
CHEMBL635	5865
CHEMBL131	5755
CHEMBL34259	126941
CHEMBL1201302	9400
CHEMBL384467	5743
CHEMBL2021430	16961
CHEMBL1743041	
CHEMBL1201119	23666110
CHEMBL1544	5920
CHEMBL1963683	9868491
CHEMBL2364612	11156438
CHEMBL218490	5284549
CHEMBL4594251	90410375
CHEMBL1691	107952
CHEMBL2062257	11236066
CHEMBL499	33624
CHEMBL550	5910
CHEMBL1051	5311221
CHEMBL220491	68844
CHEMBL1201162	6918132
CHEMBL844	2435
CHEMBL1200799	5282226
CHEMBL4594250	66599893
CHEMBL423	2369
CHEMBL1200870	5281056
CHEMBL1200963	5311027
CHEMBL2107067	65157
CHEMBL386630	6013
CHEMBL1445	6446
CHEMBL1201101	441404
CHEMBL1395	6010
CHEMBL90593	5881
CHEMBL3184512	443385
CHEMBL44354	5481173
CHEMBL1094636	24958200
CHEMBL3989922	74763937
CHEMBL1200381	66250
CHEMBL4298185	
CHEMBL1201621	
CHEMBL3099695	44139752
CHEMBL3707393	71009737
CHEMBL1650	5745
CHEMBL1201081	23680530
CHEMBL1201265	16923
CHEMBL131	5755
CHEMBL635	5865
CHEMBL384467	5743
CHEMBL1201302	9400
CHEMBL1200386	6714002
CHEMBL2021430	16961
CHEMBL35	3440
CHEMBL456	3278
CHEMBL1650559	42613186
CHEMBL2107817	24944097
CHEMBL491571	73303
CHEMBL158	5742832
CHEMBL3301605	76900350
CHEMBL1202	62999
CHEMBL44354	5481173
CHEMBL2364623	71515458
CHEMBL3112741	44129647
CHEMBL8	2764
CHEMBL1689063	9835049
CHEMBL196	54670067
CHEMBL1201284	156419
CHEMBL3545184	71511839
CHEMBL1040	5283731
CHEMBL3544909	6441383
CHEMBL1200622	5281104
CHEMBL1200776	156418
CHEMBL1200810	5281107
