DrugID	CID	
CHEMBL3301594	11319217
CHEMBL4303288	441384
CHEMBL141	60825
CHEMBL175691	6451164
CHEMBL1229211	54726191
CHEMBL1205	64142
CHEMBL1163	148192
CHEMBL2095208	25151504
CHEMBL1664	131536
CHEMBL1460	135398739
CHEMBL114	441243
CHEMBL1486	6398764
CHEMBL1200454	135413534
CHEMBL182	135398740
CHEMBL1201139	11683
CHEMBL2108184	
CHEMBL1201314	135413535
CHEMBL1201231	72078
CHEMBL1256391	40632
CHEMBL3039504	135476717
CHEMBL502835	135423438
CHEMBL1201014	441409
CHEMBL225072	135410875
CHEMBL2103929	54707177
CHEMBL1146	456255
CHEMBL2221249	76322320
CHEMBL572	6604200
CHEMBL5	4421
CHEMBL437	5340
CHEMBL1951095	54726192
CHEMBL174	6249
CHEMBL161	5479530
CHEMBL532	12560
CHEMBL1257051	11234049
CHEMBL1583	441397
CHEMBL126	441401
CHEMBL700	5336
CHEMBL1447	3000540
CHEMBL137	4173
CHEMBL1599	30699
CHEMBL1537	6479523
CHEMBL1741	84029
CHEMBL1747	36294
CHEMBL453	5344
CHEMBL1201281	656580
CHEMBL4	4583
CHEMBL29	5904
CHEMBL1200610	5284584
CHEMBL2146161	71454599
CHEMBL222645	21319
CHEMBL575	6087
CHEMBL127	441130
CHEMBL2105612	92879
CHEMBL268869	5330
CHEMBL1200359	5326
CHEMBL1201116	443387
CHEMBL3989515	656811
CHEMBL2106988	10250769
CHEMBL1605	5282242
CHEMBL8	2764
CHEMBL3301669	16134627
CHEMBL428	62959
CHEMBL1082	33613
CHEMBL1201195	42008
CHEMBL130	5959
CHEMBL177	37768
CHEMBL1435	33255
CHEMBL1517	54675779
CHEMBL702	43672
CHEMBL3989751	
CHEMBL1650818	115163
CHEMBL2364632	54681908
CHEMBL30116	4831
CHEMBL249837	54675785
CHEMBL1436	5479529
CHEMBL31	5379
CHEMBL1384	6032
CHEMBL1449676	28061
CHEMBL506110	444022
CHEMBL507674	44187
CHEMBL1200544	62921
CHEMBL1237072	6473883
CHEMBL3039597	9898639
CHEMBL374975	3000226
CHEMBL927	6915944
CHEMBL1644	47965
CHEMBL1650559	42613186
CHEMBL1672	6335986
CHEMBL1591	54680690
CHEMBL1208	2762
CHEMBL529	447043
CHEMBL1688530	16136912
CHEMBL1136	3002190
CHEMBL617	6024
CHEMBL507870	3081362
CHEMBL158	5742832
CHEMBL1201046	43507
CHEMBL996	441199
CHEMBL404	123630
CHEMBL74632	47499
CHEMBL277100	60021
CHEMBL419	3998
CHEMBL528	6533629
CHEMBL1443	8982
CHEMBL372795	19649
CHEMBL3184906	92088
CHEMBL44354	5481173
CHEMBL1433	54671203
CHEMBL3039594	9855350
CHEMBL403	130313
CHEMBL21	5333
CHEMBL3137691	71770713
CHEMBL267648	51081
CHEMBL32	152946
CHEMBL530	36273
CHEMBL850	60464
CHEMBL9	4539
CHEMBL62193	5323
CHEMBL443	5329
CHEMBL1596	93184
CHEMBL438	5325
CHEMBL1359	150610
CHEMBL1167	15541
CHEMBL2303613	5361871
CHEMBL1201018	51038
CHEMBL3989974	77843966
CHEMBL1601	43594
CHEMBL1214	20824
CHEMBL891	6098
CHEMBL376140	54686904
CHEMBL3182343	33478
CHEMBL3351077	57514697
CHEMBL1541	5362065
CHEMBL583	72474
CHEMBL2105637	487101
CHEMBL453514	5289394
CHEMBL1200558	10909430
CHEMBL22	5578
CHEMBL1201270	4101
CHEMBL826	3229
CHEMBL1730	5742673
CHEMBL291157	287180
CHEMBL404520	54675777
CHEMBL1296	43708
CHEMBL430	9571107
CHEMBL1731	656511
CHEMBL491571	73303
CHEMBL1689772	54697325
CHEMBL893	18381
CHEMBL65794	5479539
CHEMBL3989738	134129840
CHEMBL1214185	6915744
CHEMBL1440	54675776
CHEMBL615	6869
CHEMBL561	3948
CHEMBL1572	441306
CHEMBL474579	53025
CHEMBL1220	5479
CHEMBL1609	1292
CHEMBL4297166	
CHEMBL1200729	656833
CHEMBL387675	16134395
CHEMBL1434	54675783
CHEMBL3301800	62977
CHEMBL1614637	272833
CHEMBL1753	446598
CHEMBL1525826	9047
CHEMBL1449	36921
CHEMBL564085	202225
CHEMBL1201224	9570757
CHEMBL1013	5284585
CHEMBL501122	9852981
CHEMBL1201161	25590
CHEMBL1757	446987
CHEMBL1109	5335
CHEMBL439	5215
CHEMBL262777	14969
CHEMBL680	51039
CHEMBL1191	5328
CHEMBL446	5327
CHEMBL186	5479537
CHEMBL819	6196
CHEMBL1506	443382
CHEMBL1727	27447
CHEMBL1201204	636405
CHEMBL1604	38103
CHEMBL1628385	5903
CHEMBL33	149096
CHEMBL3291398	25185057
CHEMBL1619785	71447
CHEMBL1200699	54684461
CHEMBL2108638	
CHEMBL3544926	
CHEMBL1433	54671203
CHEMBL1200699	54684461
CHEMBL1200580	8954
CHEMBL1292	2794
CHEMBL1043	2955
CHEMBL1570	5351
CHEMBL1550	5284607
CHEMBL1201583	
CHEMBL1241951	45138674
CHEMBL1208155	11250647
CHEMBL717	6279
CHEMBL1201146	5832
CHEMBL1479	28417
CHEMBL1200671	49800010
CHEMBL1201309	49800011
CHEMBL502182	24785956
CHEMBL964	3117
CHEMBL1322884	4767
CHEMBL720	244
CHEMBL1200468	4004
CHEMBL2108200	
CHEMBL416898	3036
CHEMBL15891	727
CHEMBL1239	2345
CHEMBL1525	40326
CHEMBL1453317	4284
CHEMBL567597	9838675
CHEMBL1200437	94328
CHEMBL252518	10221470
CHEMBL38827	6437380
CHEMBL1200351	15899898
CHEMBL1433	54671203
CHEMBL58510	64927
CHEMBL747	9049
CHEMBL439	5215
CHEMBL1377	6178111
CHEMBL298470	115358
CHEMBL2364635	163761
CHEMBL1200699	54684461
CHEMBL76	2719
CHEMBL506	4908
CHEMBL1294	441074
CHEMBL416956	4046
CHEMBL3989825	443381
CHEMBL682	2165
CHEMBL1535	3652
CHEMBL301267	3000469
CHEMBL36	4993
CHEMBL1690	12947
CHEMBL170	3034034
CHEMBL1107	37393
CHEMBL361497	6917864
CHEMBL535650	441362
CHEMBL566534	68911
CHEMBL1201059	9570076
CHEMBL1450	74989
CHEMBL2110563	
CHEMBL1534	493570
CHEMBL1201544	
CHEMBL1200756	6019
CHEMBL604	
CHEMBL2021423	24083
CHEMBL1200557	
CHEMBL3989857	24843
CHEMBL1622	135398658
CHEMBL1200640	
CHEMBL2103742	
CHEMBL591665	23667548
CHEMBL1140	936
CHEMBL1200929	24424
CHEMBL1364	1054
CHEMBL175247	3034010
CHEMBL2062163	134129837
CHEMBL1419	5210
CHEMBL111	104850
CHEMBL781	4020
CHEMBL1200912	70969
CHEMBL360328	11658860
CHEMBL3545985	5311017
CHEMBL1615439	30487
CHEMBL3544906	11558159
CHEMBL1693	91442
CHEMBL1574	4771
CHEMBL4650273	154731816
CHEMBL1194666	7029
CHEMBL248702	66265
CHEMBL87493	3337
CHEMBL1201464	
CHEMBL612	5826
CHEMBL211456	9294
CHEMBL3301624	11993702
CHEMBL3833368	121490161
CHEMBL1607	60699
CHEMBL359744	443939
CHEMBL3989922	74763937
CHEMBL1351	
CHEMBL1173055	9931954
CHEMBL84	60700
CHEMBL1637	60749
CHEMBL53463	31703
CHEMBL888	60750
CHEMBL1094636	24958200
CHEMBL521686	23725625
CHEMBL1709	63009
CHEMBL490	43815
CHEMBL1708	62878
CHEMBL809	68617
CHEMBL1139	5282411
CHEMBL1111	6918493
CHEMBL957	104865
CHEMBL1737	135413523
CHEMBL2107834	11304743
CHEMBL494	5311181
CHEMBL238804	9913767
CHEMBL192	135398744
CHEMBL962	6364626
CHEMBL1237119	6918140
CHEMBL1200689	145068
CHEMBL779	110635
CHEMBL1742982	
CHEMBL924	68740
CHEMBL3545368	23725423
CHEMBL4303060	9935639
CHEMBL451887	11556711
CHEMBL3545432	56844015
CHEMBL848	216326
CHEMBL3545185	71481097
CHEMBL325041	387447
CHEMBL53463	31703
CHEMBL18442	65015
CHEMBL4298209	
CHEMBL4297403	70675838
CHEMBL1743007	
CHEMBL43452	134780
CHEMBL483254	6918837
CHEMBL88	2907
CHEMBL3545131	
CHEMBL1200796	22420
CHEMBL1743010	
CHEMBL513	2578
CHEMBL852	460612
CHEMBL468	5426
CHEMBL359744	443939
CHEMBL1201265	16923
CHEMBL1200386	6714002
CHEMBL1201081	23680530
CHEMBL1200953	636398
CHEMBL1201621	
CHEMBL1201583	
CHEMBL713	135398508
CHEMBL1486	6398764
CHEMBL863	5862
CHEMBL2107857	
CHEMBL2103883	9852519
CHEMBL205596	221493
CHEMBL1538	5481350
CHEMBL595	4829
CHEMBL1715	60560
CHEMBL4594265	
CHEMBL2103740	
CHEMBL2221312	
CHEMBL1200630	60960
CHEMBL2105758	9918581
CHEMBL585	5546
CHEMBL435	3639
CHEMBL1643	37542
CHEMBL456	3278
CHEMBL1393	5833
CHEMBL35	3440
CHEMBL159	13342
CHEMBL378544	5388983
CHEMBL4594262	44481893
CHEMBL1200727	71357
CHEMBL503	53232
CHEMBL4594619	
CHEMBL932	3108
CHEMBL1496	446157
CHEMBL1200343	441313
CHEMBL2110557	62683
CHEMBL1168	5362129
CHEMBL1744447	5282455
CHEMBL1200402	60496
CHEMBL398435	9871419
CHEMBL393220	60822
CHEMBL1144	54687
CHEMBL25	2244
CHEMBL1064	54454
CHEMBL4594241	
CHEMBL1201189	119432
CHEMBL1581	107807
CHEMBL690	16759173
CHEMBL457	3463
CHEMBL1491	2162
CHEMBL573	938
CHEMBL730	4510
CHEMBL1200535	
CHEMBL1311	27661
CHEMBL2364655	
CHEMBL3545313	10472693
CHEMBL6622	6883
CHEMBL2109540	
CHEMBL3544986	12068809
CHEMBL4302512	
CHEMBL1160819	222
CHEMBL1487	60823
CHEMBL1200969	6918296
CHEMBL1201199	657181
CHEMBL924	68740
CHEMBL806	3397
CHEMBL1200554	25074469
CHEMBL1417019	51082
CHEMBL415606	16136245
CHEMBL1200409	16219577
CHEMBL710	57363
CHEMBL1200775	657180
CHEMBL1201748	9854073
CHEMBL2111187	
CHEMBL1200914	5362376
CHEMBL1201334	25074470
CHEMBL1082407	15951529
CHEMBL58	4212
CHEMBL271227	9821849
CHEMBL79	3676
CHEMBL4297185	67171867
CHEMBL582	3776
CHEMBL836	129211
CHEMBL3183409	24872560
CHEMBL2107816	
CHEMBL2028987	16186010
CHEMBL1795071	25127112
CHEMBL1789941	25126798
CHEMBL1287853	16722836
CHEMBL1789941	25126798
CHEMBL1795071	25127112
CHEMBL4297216	67517580
CHEMBL185	3385
CHEMBL139	3033
CHEMBL1863513	6918670
CHEMBL1282	57469
CHEMBL571546	23635314
CHEMBL1434513	24847757
CHEMBL1437	439260
CHEMBL1908360	6442177
CHEMBL513	2578
CHEMBL1201834	
CHEMBL118	2662
CHEMBL1201265	16923
CHEMBL509	4037
CHEMBL635	5865
CHEMBL384467	5743
CHEMBL154	156391
CHEMBL1237022	
CHEMBL1201302	9400
CHEMBL1201572	
CHEMBL421	5339
CHEMBL1650	5745
CHEMBL1201081	23680530
CHEMBL34259	126941
CHEMBL1071	4614
CHEMBL131	5755
CHEMBL599	54677470
CHEMBL1200953	636398
CHEMBL521	3672
CHEMBL2021430	16961
CHEMBL1562610	23663959
CHEMBL1200386	6714002
CHEMBL1200806	23681059
CHEMBL1201823	
CHEMBL622	3308
CHEMBL1873475	24821094
CHEMBL3137343	
CHEMBL2364607	71491931
CHEMBL1201438	
CHEMBL1229517	42611257
CHEMBL3187723	10288191
CHEMBL1201561	
CHEMBL3301612	50922675
CHEMBL2146883	16222096
CHEMBL2105729	44516822
CHEMBL2028663	44462760
CHEMBL1789844	
CHEMBL476	135398738
CHEMBL2108738	
CHEMBL2105741	50992434
CHEMBL888	60750
CHEMBL1637	60749
CHEMBL1201302	9400
CHEMBL2021430	16961
CHEMBL2364653	
CHEMBL131	5755
CHEMBL1789843	
CHEMBL635	5865
CHEMBL1650	5745
CHEMBL384467	5743
CHEMBL717	6279
CHEMBL1289926	6450551
CHEMBL1201533	
CHEMBL1289601	9823820
CHEMBL1624	5819
CHEMBL1200485	406563
CHEMBL2105704	11237762
CHEMBL2028663	44462760
CHEMBL24828	3081361
CHEMBL1644695	5238
CHEMBL2105729	44516822
CHEMBL2103741	23667619
CHEMBL1336	216239
CHEMBL1201084	71368
CHEMBL2105717	25102847
CHEMBL1201083	11954386
CHEMBL2103868	25102846
CHEMBL34259	126941
CHEMBL343448	5352062
CHEMBL427	4033
CHEMBL1023	82146
CHEMBL1201550	
CHEMBL1201001	5935
CHEMBL98	5311
CHEMBL513	2578
CHEMBL1230314	27125
CHEMBL1200328	60834
CHEMBL1175	60835
CHEMBL1479	28417
CHEMBL1112	60795
CHEMBL85	5073
CHEMBL1201583	
CHEMBL1201733	11525740
CHEMBL477772	10113978
CHEMBL803	6253
CHEMBL803	6253
CHEMBL3184512	443385
CHEMBL1742994	
CHEMBL126	441401
CHEMBL186	5479537
CHEMBL3989714	134129842
CHEMBL3989738	134129840
CHEMBL1200962	9571075
CHEMBL615	6869
CHEMBL127	441130
CHEMBL1439	23663400
CHEMBL702	43672
CHEMBL404	123630
CHEMBL1200820	23666879
CHEMBL2374220	67505836
CHEMBL3137312	56640146
CHEMBL3127326	54767916
CHEMBL3391662	45110509
CHEMBL3544985	73671732
CHEMBL163	392622
CHEMBL1259059	45375808
CHEMBL2403108	57379345
CHEMBL2110732	11511120
CHEMBL4582651	129073603
CHEMBL3545252	148123
CHEMBL4559134	134436906
CHEMBL1173655	10184653
CHEMBL3545063	78357807
CHEMBL1201583	
CHEMBL4535757	137278711
CHEMBL92	148124
CHEMBL3402762	25171648
CHEMBL3301587	
CHEMBL601719	11626560
CHEMBL4650319	118607832
CHEMBL3545311	68165256
CHEMBL4594292	46700774
CHEMBL3286830	71731823
CHEMBL2360464	135413520
CHEMBL939	123631
CHEMBL1738797	49806720
CHEMBL225072	135410875
CHEMBL2105719	70693519
CHEMBL1637	60749
CHEMBL4297774	
CHEMBL428647	36314
CHEMBL1743062	
CHEMBL2108738	
CHEMBL888	60750
CHEMBL4802239	146026179
CHEMBL553	176870
CHEMBL1983268	25141092
CHEMBL3989937	122201352
CHEMBL2105712	15606394
CHEMBL3353410	71496458
CHEMBL3188267	25145656
CHEMBL1743047	
CHEMBL1079742	176871
CHEMBL3707320	53239799
CHEMBL1650	5745
CHEMBL635	5865
CHEMBL450449	108150
CHEMBL1072	2471
CHEMBL1201492	
CHEMBL995	11476710
CHEMBL191	3961
CHEMBL2109016	
CHEMBL3184512	443385
CHEMBL1276308	55245
CHEMBL126	441401
CHEMBL1232	23674512
CHEMBL1359	150610
CHEMBL1200588	16051951
CHEMBL1753	446598
CHEMBL3184512	443385
CHEMBL680	51039
CHEMBL1689063	9835049
CHEMBL404	123630
CHEMBL44354	5481173
CHEMBL550495	104827
CHEMBL734	1990
CHEMBL1650559	42613186
CHEMBL127	441130
CHEMBL3184791	19648
CHEMBL148	104838
CHEMBL191083	4139
CHEMBL572	6604200
CHEMBL1202	62999
CHEMBL2103872	71457955
CHEMBL3301605	76900350
CHEMBL1200331	10199068
CHEMBL106	3365
CHEMBL491571	73303
CHEMBL1757	446987
CHEMBL1201270	4101
CHEMBL2107817	24944097
CHEMBL1200962	9571075
CHEMBL3112741	44129647
CHEMBL1493	3354
CHEMBL3989570	23724783
CHEMBL2364623	71515458
CHEMBL443	5329
CHEMBL372795	19649
CHEMBL8	2764
CHEMBL1213250	49863419
CHEMBL186	5479537
CHEMBL177	37768
CHEMBL1541	5362065
CHEMBL1200875	441345
CHEMBL1201057	23663403
CHEMBL1201018	51038
CHEMBL1439	23663400
CHEMBL1082	33613
CHEMBL1201104	21945
CHEMBL3183968	60196280
CHEMBL766	6435415
CHEMBL33	149096
CHEMBL161	5479530
CHEMBL1095930	6321416
CHEMBL1368	23672064
CHEMBL3989974	77843966
CHEMBL4297211	131839616
CHEMBL22	5578
CHEMBL4208954	38351
CHEMBL777	5280980
CHEMBL43708	5282372
CHEMBL541	243
CHEMBL1331216	154417
CHEMBL158	5742832
CHEMBL1003	23665591
CHEMBL3317857	56649692
CHEMBL361506	8813
CHEMBL1753	446598
CHEMBL754	44561
CHEMBL635	5865
CHEMBL1439	23663400
CHEMBL1200558	10909430
CHEMBL186	5479537
CHEMBL1730	5742673
CHEMBL777	5280980
CHEMBL43708	5282372
CHEMBL1003	23665591
CHEMBL33	149096
CHEMBL389621	5754
CHEMBL2105950	23663126
CHEMBL680	51039
CHEMBL148	104838
CHEMBL126	441401
CHEMBL650	6741
CHEMBL1200699	54684461
CHEMBL55	4735
CHEMBL1201018	51038
CHEMBL702	43672
CHEMBL384467	5743
CHEMBL927	6915944
CHEMBL1010	10695961
CHEMBL1650	5745
CHEMBL404	123630
CHEMBL372795	19649
CHEMBL1201302	9400
CHEMBL137	4173
CHEMBL158	5742832
CHEMBL1136	3002190
CHEMBL1095930	6321416
CHEMBL1200588	16051951
CHEMBL766	6435415
CHEMBL996	441199
CHEMBL1200530	23667300
CHEMBL3184512	443385
CHEMBL1082	33613
CHEMBL1741	84029
CHEMBL1201057	23663403
CHEMBL666	3415
CHEMBL2021430	16961
CHEMBL1433	54671203
CHEMBL3184791	19648
CHEMBL1200820	23666879
CHEMBL32	152946
CHEMBL44354	5481173
CHEMBL131	5755
CHEMBL529	447043
CHEMBL196	54670067
CHEMBL1200735	101526
CHEMBL1200962	9571075
CHEMBL2103802	24906252
CHEMBL1560	44093
CHEMBL1755	151171
CHEMBL1014	2540
CHEMBL3137301	9811834
CHEMBL2062335	6420057
CHEMBL2356097	62937
CHEMBL20	1986
CHEMBL1148	41781
CHEMBL4594262	44481893
CHEMBL1200692	130881
CHEMBL1237	5362119
CHEMBL1201593	
CHEMBL3039598	9601226
CHEMBL359744	443939
CHEMBL35	3440
CHEMBL1200659	5388961
CHEMBL1200977	172293
CHEMBL471737	132999
CHEMBL1519	5484727
CHEMBL1072	2471
CHEMBL1592	54892
CHEMBL429910	9887712
CHEMBL1487	60823
CHEMBL189	4197
CHEMBL2107885	
CHEMBL1201011	54891
CHEMBL1200574	5234
CHEMBL1201108	216322
CHEMBL1168	5362129
CHEMBL1069	60846
CHEMBL878	4170
CHEMBL1095097	443872
CHEMBL1393	5833
CHEMBL730	4510
CHEMBL3039596	23666105
CHEMBL13	4171
CHEMBL419213	5362118
CHEMBL4066936	54674461
CHEMBL578	5388962
CHEMBL393220	60822
CHEMBL2145077	3045381
CHEMBL1491	2162
CHEMBL1055	2732
CHEMBL53463	31703
CHEMBL344159	216237
CHEMBL1751	2724385
CHEMBL723	2585
CHEMBL2219425	49831411
CHEMBL85	5073
CHEMBL1112	60795
CHEMBL1200322	146571
CHEMBL1112	60795
CHEMBL306700	5666
CHEMBL623	4449
CHEMBL1442422	9419
CHEMBL2364609	44632368
CHEMBL972	26757
CHEMBL11	3696
CHEMBL1200826	11125
CHEMBL10878	82148
CHEMBL715	135398745
CHEMBL814	5324346
CHEMBL1628234	14675
CHEMBL1718	5464092
CHEMBL395091	182137
CHEMBL41	3386
CHEMBL3188993	5281025
CHEMBL418995	34870
CHEMBL1200964	11065
CHEMBL99946	6917779
CHEMBL54976	6305
CHEMBL95889	248
CHEMBL273575	4528
CHEMBL621	5533
CHEMBL3989843	73417116
CHEMBL1698	62884
CHEMBL1201728	9800068
CHEMBL1118	125017
CHEMBL1508	146570
CHEMBL37744	5365247
CHEMBL1622	135398658
CHEMBL644	5584
CHEMBL1113	2170
CHEMBL580	3958
CHEMBL72	2995
CHEMBL2107387	56843850
CHEMBL1696	65327
CHEMBL1256841	4472
CHEMBL1089	3675
CHEMBL1708	62878
CHEMBL445	4543
CHEMBL716	5002
CHEMBL87708	3947
CHEMBL278819	4199
CHEMBL2110816	21772
CHEMBL259209	11622909
CHEMBL1628227	3158
CHEMBL1200492	54911
CHEMBL2105732	6917778
CHEMBL1201156	441358
CHEMBL1615374	6918313
CHEMBL14370	3022645
CHEMBL2105760	11978813
CHEMBL86304	4235
CHEMBL2105613	23663956
CHEMBL3989861	44178220
CHEMBL490	43815
CHEMBL1492500	5284550
CHEMBL629	2160
CHEMBL2104993	9966051
CHEMBL1355	6224
CHEMBL1200798	62935
CHEMBL741	3878
CHEMBL654	4205
CHEMBL1201735	11984562
CHEMBL1175	60835
CHEMBL809	68617
CHEMBL549	2771
CHEMBL637	5656
CHEMBL6437	4184
CHEMBL109	3121
CHEMBL350221	439280
CHEMBL415	2801
CHEMBL21731	4011
CHEMBL126224	21722
CHEMBL92401	3748
CHEMBL1200781	77995
CHEMBL668	4976
CHEMBL1201168	3759
CHEMBL80	5284596
CHEMBL1200328	60834
CHEMBL1201066	62923
CHEMBL439849	6918314
CHEMBL1237135	71478
CHEMBL1709	63009
CHEMBL894	444
CHEMBL1201082	62857
CHEMBL1201536	
CHEMBL1396	170361
CHEMBL3	89594
CHEMBL1742982	
CHEMBL1201825	
CHEMBL1560	44093
CHEMBL384467	5743
CHEMBL1201081	23680530
CHEMBL1201572	
CHEMBL635	5865
CHEMBL582	3776
CHEMBL2364648	
CHEMBL1743034	
CHEMBL1201833	
CHEMBL650	6741
CHEMBL2103743	10174505
CHEMBL1201302	9400
CHEMBL1201835	
CHEMBL1200953	636398
CHEMBL1201581	
CHEMBL1201265	16923
CHEMBL2021430	16961
CHEMBL1650	5745
CHEMBL131	5755
CHEMBL1200386	6714002
CHEMBL384467	5743
CHEMBL1743068	
CHEMBL1201580	
CHEMBL221959	9926791
CHEMBL514800	11561674
CHEMBL1201831	
CHEMBL1201823	
CHEMBL1489	9444
CHEMBL1201129	451668
CHEMBL4208954	38351
CHEMBL1201451	
CHEMBL1201447	
CHEMBL1754	3156
CHEMBL177	37768
CHEMBL64391	3793
CHEMBL1201624	
CHEMBL1201622	
CHEMBL3989519	64648
CHEMBL1200744	23690531
CHEMBL1908359	24266
CHEMBL1528	5235
CHEMBL1909079	
CHEMBL1201657	
CHEMBL1201476	
CHEMBL231779	10182969
CHEMBL1269025	10280735
CHEMBL780	3053
CHEMBL1201593	
CHEMBL1464	54678486
CHEMBL1200945	25513
CHEMBL2105682	44610678
CHEMBL198362	9875401
CHEMBL1200879	16204922
CHEMBL1200644	636380
CHEMBL1201202	5282448
CHEMBL1200544	62921
CHEMBL1727	27447
CHEMBL8	2764
CHEMBL1435	33255
CHEMBL1493	3354
CHEMBL1200523	23675322
CHEMBL1200875	441345
CHEMBL1364144	5877
CHEMBL514	3950
CHEMBL3989868	51039094
CHEMBL1200386	6714002
CHEMBL4298150	46700777
CHEMBL2336071	44599207
CHEMBL2108041	
CHEMBL1201533	
CHEMBL1201119	23666110
CHEMBL24828	3081361
CHEMBL1544	5920
CHEMBL3833334	127053477
CHEMBL6	3715
CHEMBL1194	4906
CHEMBL3833389	127021145
CHEMBL3989826	23724882
CHEMBL658	41693
CHEMBL19019	5360515
CHEMBL651	4095
CHEMBL2062266	18601660
CHEMBL895	5311304
CHEMBL1213351	10100
CHEMBL100116	4736
CHEMBL1200804	23667642
CHEMBL465026	4450
CHEMBL1237065	9971980
CHEMBL1200825	14184
CHEMBL33986	5361092
CHEMBL3989677	134156377
CHEMBL3989510	197758
CHEMBL1200890	5462350
CHEMBL4594214	16135415
CHEMBL1590	7028
CHEMBL1201132	5360733
CHEMBL154111	5161
CHEMBL80	5284596
CHEMBL1200396	64737
CHEMBL25	2244
CHEMBL118	2662
CHEMBL1685	3033053
CHEMBL1200409	16219577
CHEMBL1201099	9953630
CHEMBL1200806	23681059
CHEMBL447868	16760658
CHEMBL1034	5018304
CHEMBL688	13810
CHEMBL3989803	23674183
CHEMBL521	3672
CHEMBL656	5284603
CHEMBL571	3825
CHEMBL3039508	56837137
CHEMBL963	5284604
CHEMBL46399	14707
CHEMBL314437	41049
CHEMBL2219418	56959087
CHEMBL3137321	76314940
CHEMBL504760	159055
CHEMBL288470	6009
CHEMBL70	5288826
CHEMBL469	3826
CHEMBL90593	5881
CHEMBL622	3308
CHEMBL1701	5750
CHEMBL3137310	76322220
CHEMBL2443262	66553195
CHEMBL154	156391
CHEMBL1237044	5523
CHEMBL1595	5284543
CHEMBL1457	5284569
CHEMBL1201163	65494
CHEMBL2104095	54686350
CHEMBL1889140	175804
CHEMBL2219416	56959086
CHEMBL1233	2576
CHEMBL4297091	21155870
CHEMBL146095	3474
CHEMBL1697856	14130
CHEMBL162036	21102
CHEMBL898	3059
CHEMBL1200794	5359390
CHEMBL1201149	5485201
CHEMBL16073	4754
CHEMBL1201180	114753
CHEMBL398707	5284570
CHEMBL1237104	15424
CHEMBL2108222	
CHEMBL1200724	9581
CHEMBL1795072	
CHEMBL607	4058
CHEMBL511142	9848990
CHEMBL2103744	6321225
CHEMBL3989716	33544
CHEMBL277474	2206
CHEMBL596	3345
CHEMBL256087	1254
CHEMBL79	3676
CHEMBL900	4601
CHEMBL1200750	6014
CHEMBL2105755	54732242
CHEMBL1201124	84003
CHEMBL294199	1548943
CHEMBL108545	4133
CHEMBL485	5284371
CHEMBL1098	2474
CHEMBL643	4927
CHEMBL461522	3111
CHEMBL1077896	175805
CHEMBL1201776	9838022
CHEMBL112	1983
CHEMBL1504	6436
CHEMBL1200395	83823
CHEMBL113	2519
CHEMBL698	5411
CHEMBL1237055	5462347
CHEMBL1256958	6852374
CHEMBL3833406	127053505
CHEMBL1201777	9838021
CHEMBL139	3033
CHEMBL1353	516892
CHEMBL730	4510
CHEMBL1718	5464092
CHEMBL1341	4116
CHEMBL679	5816
CHEMBL1654	4194514
CHEMBL46740	154257
CHEMBL2107874	
CHEMBL2106615	154256
CHEMBL924	68740
CHEMBL1201649	
CHEMBL870	2088
CHEMBL3989767	16133812
CHEMBL3989569	23663991
CHEMBL675	16760285
CHEMBL1200973	9403
CHEMBL997	60852
CHEMBL1201661	
CHEMBL923	5245
CHEMBL1201585	
CHEMBL34259	126941
CHEMBL1200374	60198
CHEMBL1200981	65348
CHEMBL92	148124
CHEMBL1908360	6442177
CHEMBL1444	3902
CHEMBL786	2733525
CHEMBL1201179	11557040
CHEMBL1655	3005573
CHEMBL554	208908
CHEMBL83	2733526
CHEMBL3137320	135565082
CHEMBL1200796	22420
CHEMBL3545252	148123
CHEMBL1237023	
CHEMBL88	2907
CHEMBL189963	5330286
CHEMBL2396661	56649450
CHEMBL1743082	
CHEMBL3301610	46220502
CHEMBL1683544	17755248
CHEMBL1399	2187
CHEMBL428647	36314
CHEMBL1358	104741
CHEMBL1683590	11354606
CHEMBL1201752	6445540
CHEMBL1200675	3005572
CHEMBL3707227	
CHEMBL2007641	
CHEMBL53463	31703
CHEMBL1201649	
CHEMBL417	41867
CHEMBL3137318	135565654
CHEMBL4297844	
CHEMBL1773	60953
CHEMBL359744	443939
CHEMBL4297620	10130337
CHEMBL4297212	67583702
CHEMBL1200875	441345
CHEMBL529	447043
CHEMBL79	3676
CHEMBL1493	3354
CHEMBL923	5245
CHEMBL494753	3001028
CHEMBL675	16760285
CHEMBL81	5035
CHEMBL924	68740
CHEMBL3301581	
CHEMBL2110563	
CHEMBL1201649	
CHEMBL1654	4194514
CHEMBL1200980	5284555
CHEMBL1622	135398658
CHEMBL3989569	23663991
CHEMBL1200539	10112
CHEMBL1364	1054
CHEMBL997	60852
CHEMBL1042	5280795
CHEMBL1200973	9403
CHEMBL525610	16132393
CHEMBL1116	54900
CHEMBL870	2088
CHEMBL2107874	
CHEMBL1237023	
CHEMBL1513	3749
CHEMBL1149	10917
CHEMBL1200800	6116
CHEMBL1588	6042
CHEMBL1201799	11593706
CHEMBL2181927	60150535
CHEMBL857	171548
CHEMBL3039566	
CHEMBL1534	493570
CHEMBL1547	1130
CHEMBL3989915	24794466
CHEMBL191	3961
CHEMBL1201566	
CHEMBL501122	9852981
CHEMBL3991241	
CHEMBL3833317	
CHEMBL3707314	
